transaction_id,product_id,transaction_date,transaction_time,transaction_type,quantity,from_warehouse,to_warehouse,unit_cost,total_value,reference_id,employee_id
INV0006479,SPRT-001674,2020-08-23,22:40:07,Receive,161,WH04,,138.4,22282.4,PO59842,EMP00052
INV0006480,CLTH-000212,2020-06-13,19:44:43,Receive,135,WH06,,56.63,7645.05,PO22122,EMP00071
INV0006481,TOYS-001936,2023-08-25,08:30:29,Ship,-50,WH01,,124.85,,,EMP00064
INV0006482,ELEC-000121,2020-05-14,15:52:09,Ship,-21,WH08,,372.37,,,EMP00049
INV0006483,JEWL-002538,2020-05-07,01:39:56,Receive,164,WH04,,537.93,88220.52,PO38363,EMP00082
INV0006484,FURN-003045,2021-05-13,06:42:15,Receive,24,WH07,,612.19,14692.56,PO63345,EMP00059
INV0006485,CLTH-000467,2023-08-27,09:47:30,Receive,188,WH03,,134.39,25265.32,PO52459,EMP00085
INV0006486,SPRT-001776,2021-05-30,04:32:40,Adjust,7,WH08,,130.31,912.17,,EMP00055
INV0006487,JEWL-002519,2020-08-23,21:29:51,Return,5,WH02,,59.98,299.9,,EMP00076
INV0006488,TOYS-001972,2023-12-14,08:17:20,Receive,189,WH05,,4.07,769.23,PO93621,EMP00034
INV0006489,HOME-000626,2021-08-14,13:51:34,Receive,90,WH06,,34.5,3105.0,PO46508,EMP00026
INV0006490,GROC-000922,2021-07-05,06:15:30,Adjust,4,WH08,,34.33,137.32,,EMP00054
INV0006491,GROC-000899,2020-01-12,17:47:08,Receive,27,WH08,,37.81,1020.87,PO10392,EMP00066
INV0006492,JEWL-002691,2022-02-05,06:09:14,Adjust,-10,WH06,,593.86,,,EMP00018
INV0006493,CLTH-000310,2020-01-09,21:58:24,Receive,166,WH02,,120.86,20062.76,PO22338,EMP00050
INV0006494,TOYS-001917,2020-07-21,21:55:58,Adjust,2,WH01,,27.03,54.06,,EMP00045
INV0006495,SPRT-001628,2022-04-25,14:09:06,Ship,-44,WH08,,86.4,,,EMP00081
INV0006496,BOOK-002209,2023-04-29,00:43:30,Adjust,-3,WH06,,22.56,,,EMP00076
INV0006497,GROC-001139,2022-05-19,12:07:28,Ship,-40,WH04,,6.06,,,EMP00009
INV0006498,GROC-001111,2023-08-13,03:12:22,Ship,-23,WH01,,14.16,,,EMP00007
INV0006499,JEWL-002424,2020-10-02,17:42:27,Adjust,-4,WH08,,675.8,,,EMP00076
INV0006500,CLTH-000173,2022-01-04,14:46:47,Ship,-44,WH08,,77.68,,,EMP00012
INV0006501,JEWL-002646,2023-06-24,04:09:25,Adjust,-2,WH01,,271.93,,,EMP00039
INV0006502,SPRT-001535,2021-03-20,12:35:45,Receive,41,WH05,,79.71,3268.11,PO65953,EMP00021
INV0006503,GRDN-003184,2021-09-23,14:22:12,Receive,52,WH01,,43.13,2242.76,PO17977,EMP00093
INV0006504,HOME-000680,2021-10-06,03:21:06,Receive,146,WH05,,100.0,14600.0,PO65108,EMP00013
INV0006505,CLTH-000183,2020-11-30,02:08:42,Receive,88,WH06,,90.07,7926.16,PO81971,EMP00065
INV0006506,JEWL-002608,2023-09-01,03:53:23,Receive,120,WH07,,150.16,18019.2,PO34457,EMP00003
INV0006507,FURN-002726,2022-09-25,00:24:42,Receive,194,WH02,,764.38,148289.72,PO55711,EMP00047
INV0006508,AUTO-002114,2020-03-08,11:27:42,Return,3,WH07,,18.46,55.38,,EMP00045
INV0006509,FURN-003071,2021-04-13,21:14:55,Receive,20,WH08,,675.21,13504.2,PO73392,EMP00064
INV0006510,CLTH-000432,2020-05-23,04:39:12,Ship,-14,WH07,,78.69,,,EMP00098
INV0006511,BOOK-002194,2021-08-04,05:58:59,Receive,21,WH07,,44.7,938.7,PO42714,EMP00075
INV0006512,SPRT-001806,2021-08-22,08:08:05,Ship,-20,WH05,,161.43,,,EMP00082
INV0006513,SPRT-001551,2020-04-29,11:10:52,Receive,88,WH06,,29.26,2574.88,PO87590,EMP00048
INV0006514,GROC-001129,2019-08-15,22:32:36,Receive,152,WH07,,39.58,6016.16,PO29782,EMP00077
INV0006515,TOYS-001994,2020-07-15,19:43:05,Receive,184,WH03,,24.01,4417.84,PO34903,EMP00022
INV0006516,ELEC-000148,2022-02-24,22:26:03,Adjust,-1,WH07,,313.45,,,EMP00058
INV0006517,GROC-001110,2023-10-05,00:56:29,Ship,-34,WH07,,47.01,,,EMP00077
INV0006518,GRDN-003144,2021-03-20,02:34:31,Receive,116,WH08,,34.96,4055.36,PO71691,EMP00011
INV0006519,JEWL-002601,2023-08-20,19:37:07,Ship,-23,WH01,,392.19,,,EMP00070
INV0006520,GROC-000924,2019-09-12,14:46:45,Receive,129,WH08,,10.38,1339.02,PO51802,EMP00046
INV0006521,JEWL-002576,2023-07-13,21:16:23,Ship,-32,WH07,,479.97,,,EMP00075
INV0006522,HOME-000615,2022-07-22,14:36:39,Ship,-13,WH07,,87.71,,,EMP00009
INV0006523,HOME-000656,2023-07-26,23:00:53,Receive,178,WH04,,9.92,1765.76,PO34183,EMP00015
INV0006524,JEWL-002452,2021-02-06,04:42:24,Receive,184,WH08,,601.45,110666.8,PO23517,EMP00089
INV0006525,FURN-003106,2021-11-01,06:00:48,Receive,192,WH04,,366.2,70310.4,PO29572,EMP00073
INV0006526,CLTH-000462,2022-08-10,22:25:35,Receive,19,WH02,,104.08,1977.52,PO64904,EMP00012
INV0006527,GROC-001016,2021-06-20,13:24:11,Receive,65,WH01,,47.03,3056.95,PO27436,EMP00033
INV0006528,ELEC-000057,2022-05-10,10:14:53,Ship,-34,WH05,,140.34,,,EMP00099
INV0006529,CLTH-000466,2020-01-26,12:16:49,Adjust,-1,WH07,,56.12,,,EMP00026
INV0006530,GROC-000959,2020-03-22,05:36:23,Receive,159,WH06,,31.55,5016.45,PO11016,EMP00039
INV0006531,SPRT-001803,2022-09-03,13:48:24,Receive,35,WH01,,155.82,5453.7,PO43057,EMP00011
INV0006532,TOYS-001870,2022-11-08,20:45:04,Return,5,WH01,,12.97,64.85,,EMP00025
INV0006533,BEAU-001384,2020-09-04,22:40:18,Receive,143,WH08,,10.32,1475.76,PO13765,EMP00004
INV0006534,CLTH-000287,2020-11-17,00:19:51,Receive,24,WH06,,142.44,3418.56,PO23529,EMP00100
INV0006535,CLTH-000278,2020-08-14,00:16:59,Count,0,WH02,,74.44,,,EMP00049
INV0006536,GROC-000840,2021-06-27,14:59:10,Receive,59,WH06,,32.75,1932.25,PO40815,EMP00013
INV0006537,TOYS-001862,2022-06-04,17:05:49,Receive,114,WH04,,44.57,5080.98,PO76120,EMP00066
INV0006538,GROC-001092,2021-02-22,15:50:12,Ship,-32,WH01,,55.01,,,EMP00086
INV0006539,FURN-003032,2019-07-16,11:38:48,Receive,94,WH02,,663.01,62322.94,PO27877,EMP00051
INV0006540,JEWL-002505,2020-11-11,22:00:27,Receive,157,WH07,,151.56,23794.92,PO79399,EMP00001
INV0006541,HOME-000686,2021-08-17,04:25:10,Ship,-20,WH01,,199.72,,,EMP00091
INV0006542,FURN-003003,2022-12-09,05:13:47,Adjust,6,WH03,,451.35,2708.1,,EMP00016
INV0006543,ELEC-000083,2021-08-17,19:14:29,Ship,-31,WH03,,77.54,,,EMP00011
INV0006544,BEAU-001221,2023-11-27,23:55:23,Receive,147,WH06,,60.07,8830.29,PO61634,EMP00013
INV0006545,CLTH-000194,2019-10-08,22:17:32,Receive,194,WH04,,80.52,15620.88,PO71460,EMP00002
INV0006546,BEAU-001438,2020-03-25,09:24:56,Ship,-32,WH03,,28.38,,,EMP00014
INV0006547,GROC-000903,2022-08-10,11:36:32,Receive,188,WH05,,50.01,9401.88,PO65983,EMP00099
INV0006548,AUTO-002077,2020-03-17,07:49:10,Ship,-49,WH04,,137.68,,,EMP00002
INV0006549,FURN-003077,2023-02-22,09:31:36,Receive,181,WH06,,378.01,68419.81,PO30564,EMP00008
INV0006550,FURN-002880,2023-08-11,03:58:50,Receive,157,WH01,,61.98,9730.86,PO19857,EMP00003
INV0006551,SPRT-001821,2020-04-21,04:22:06,Receive,78,WH05,,111.74,8715.72,PO72455,EMP00004
INV0006552,GROC-000761,2020-09-03,12:16:03,Ship,-28,WH05,,51.08,,,EMP00080
INV0006553,GRDN-003243,2019-07-21,12:28:05,Receive,19,WH01,,136.68,2596.92,PO38159,EMP00094
INV0006554,FURN-003043,2022-12-19,00:26:40,Receive,195,WH03,,507.62,98985.9,PO55934,EMP00068
INV0006555,SPRT-001607,2023-08-28,05:13:38,Ship,-20,WH08,,52.31,,,EMP00038
INV0006556,BEAU-001244,2020-12-06,07:31:10,Ship,-23,WH04,,39.05,,,EMP00052
INV0006557,CLTH-000253,2019-11-23,08:27:30,Ship,-30,WH02,,111.64,,,EMP00018
INV0006558,FURN-002799,2023-08-13,14:35:48,Receive,121,WH02,,117.64,14234.44,PO24480,EMP00070
INV0006559,TOYS-001837,2023-04-06,01:56:32,Ship,-22,WH05,,9.44,,,EMP00018
INV0006560,GROC-000994,2023-12-22,21:08:34,Transfer,29,WH08,WH06,18.28,530.12,,EMP00072
INV0006561,FURN-002891,2023-11-07,04:24:56,Receive,120,WH03,,626.51,75181.2,PO73235,EMP00001
INV0006562,SPRT-001650,2021-10-05,05:38:55,Receive,27,WH06,,176.53,4766.31,PO49674,EMP00018
INV0006563,CLTH-000246,2023-08-08,09:19:14,Receive,111,WH02,,122.81,13631.91,PO75406,EMP00034
INV0006564,AUTO-002166,2022-01-27,13:07:44,Receive,63,WH01,,70.2,4422.6,PO63907,EMP00044
INV0006565,GROC-000891,2020-05-21,01:23:01,Ship,-34,WH04,,33.52,,,EMP00015
INV0006566,HOME-000679,2021-02-22,07:22:13,Receive,16,WH01,,599.45,9591.2,PO99677,EMP00081
INV0006567,SPRT-001641,2022-09-28,20:37:32,Adjust,-1,WH04,,62.69,,,EMP00091
INV0006568,BOOK-002354,2020-03-07,09:11:37,Receive,99,WH01,,11.14,1102.86,PO65869,EMP00093
INV0006569,BEAU-001193,2020-03-17,16:01:02,Receive,149,WH04,,39.04,5816.96,PO67917,EMP00052
INV0006570,FURN-002968,2023-01-16,14:39:11,Return,5,WH07,,375.01,1875.05,,EMP00009
INV0006571,BEAU-001248,2023-06-15,09:19:59,Ship,-48,WH01,,3.05,,,EMP00030
INV0006572,BEAU-001248,2020-12-03,04:14:58,Receive,52,WH07,,3.05,158.6,PO91545,EMP00065
INV0006573,GROC-001023,2019-07-18,13:09:24,Receive,155,WH03,,7.1,1100.5,PO48459,EMP00044
INV0006574,FURN-002745,2020-03-19,20:41:11,Ship,-31,WH06,,90.44,,,EMP00029
INV0006575,HOME-000590,2020-03-17,22:57:28,Ship,-39,WH08,,141.43,,,EMP00040
INV0006576,GRDN-003287,2023-04-03,12:21:09,Receive,183,WH08,,3.67,671.61,PO69345,EMP00073
INV0006577,CLTH-000494,2022-11-13,18:47:23,Ship,-45,WH02,,112.25,,,EMP00023
INV0006578,TOYS-001990,2023-06-06,05:50:58,Receive,137,WH03,,29.97,4105.89,PO92698,EMP00056
INV0006579,JEWL-002422,2021-05-15,06:50:31,Adjust,10,WH02,,620.96,6209.6,,EMP00083
INV0006580,AUTO-002075,2020-03-23,17:02:35,Ship,-48,WH05,,161.36,,,EMP00010
INV0006581,JEWL-002600,2022-06-09,12:32:56,Adjust,8,WH05,,793.58,6348.64,,EMP00099
INV0006582,SPRT-001480,2020-05-11,11:02:24,Receive,145,WH03,,53.42,7745.9,PO46895,EMP00096
INV0006583,TOYS-001836,2023-04-19,21:33:58,Ship,-22,WH05,,62.31,,,EMP00092
INV0006584,HOME-000637,2022-02-03,19:39:38,Return,1,WH08,,96.45,96.45,,EMP00031
INV0006585,JEWL-002656,2022-03-29,14:14:21,Receive,144,WH05,,622.49,89638.56,PO34789,EMP00080
INV0006586,BEAU-001356,2019-07-10,16:14:15,Receive,58,WH02,,2.92,169.36,PO77750,EMP00013
INV0006587,HOME-000532,2023-01-03,21:50:39,Ship,-40,WH03,,149.35,,,EMP00097
INV0006588,FURN-002825,2020-02-26,16:50:57,Adjust,0,WH04,,262.43,,,EMP00030
INV0006589,SPRT-001721,2021-06-26,10:30:13,Receive,172,WH03,,58.32,10031.04,PO57308,EMP00024
INV0006590,SPRT-001575,2020-12-12,22:18:59,Ship,-49,WH06,,47.74,,,EMP00029
INV0006591,BEAU-001297,2022-09-26,05:13:40,Ship,-24,WH02,,10.02,,,EMP00055
INV0006592,GROC-001169,2021-02-01,12:37:29,Return,2,WH08,,8.8,17.6,,EMP00091
INV0006593,BOOK-002329,2022-10-03,11:27:16,Receive,84,WH04,,11.41,958.44,PO49996,EMP00034
INV0006594,BEAU-001232,2020-04-07,06:54:37,Receive,22,WH06,,161.75,3558.5,PO29475,EMP00067
INV0006595,JEWL-002511,2021-10-07,17:29:16,Ship,-38,WH05,,866.56,,,EMP00058
INV0006596,CLTH-000337,2020-01-22,05:48:38,Receive,178,WH05,,44.06,7842.68,PO10134,EMP00081
INV0006597,JEWL-002564,2021-02-09,17:32:05,Receive,142,WH01,,432.43,61405.06,PO10912,EMP00065
INV0006598,GROC-001154,2021-06-19,01:36:37,Receive,180,WH06,,408.66,73558.8,PO86222,EMP00065
INV0006599,GRDN-003220,2020-08-22,01:58:35,Adjust,-4,WH02,,19.33,,,EMP00050
INV0006600,FURN-002978,2023-12-23,06:19:31,Ship,-24,WH07,,224.34,,,EMP00073
INV0006601,FURN-003087,2021-04-30,12:46:59,Receive,68,WH08,,256.55,17445.4,PO30648,EMP00076
INV0006602,BOOK-002259,2021-09-11,16:21:56,Receive,199,WH01,,22.79,4535.21,PO63727,EMP00021
INV0006603,CLTH-000361,2020-07-26,20:39:28,Receive,24,WH08,,76.17,1828.08,PO87643,EMP00088
INV0006604,BOOK-002175,2021-03-18,12:10:45,Adjust,4,WH03,,27.1,108.4,,EMP00011
INV0006605,TOYS-001972,2021-06-17,01:21:08,Receive,148,WH08,,4.07,602.36,PO27419,EMP00021
INV0006606,BOOK-002290,2021-02-28,07:34:27,Adjust,-8,WH07,,402.46,,,EMP00069
INV0006607,FURN-003068,2021-04-16,13:21:59,Ship,-14,WH01,,650.13,,,EMP00063
INV0006608,GROC-001165,2021-04-10,02:14:15,Receive,157,WH02,,43.08,6763.56,PO26660,EMP00053
INV0006609,BOOK-002334,2019-10-06,10:06:19,Ship,-24,WH04,,39.3,,,EMP00012
INV0006610,GROC-001128,2022-11-08,02:56:19,Receive,32,WH03,,32.17,1029.44,PO55583,EMP00066
INV0006611,BEAU-001251,2019-08-13,04:57:58,Receive,44,WH03,,17.93,788.92,PO35380,EMP00063
INV0006612,CLTH-000347,2023-05-31,12:06:40,Ship,-13,WH05,,105.0,,,EMP00048
INV0006613,GRDN-003283,2020-01-23,09:04:46,Ship,-14,WH03,,25.88,,,EMP00034
INV0006614,SPRT-001812,2022-11-23,19:50:12,Receive,27,WH04,,91.26,2464.02,PO64201,EMP00024
INV0006615,JEWL-002621,2019-08-14,10:09:29,Receive,177,WH04,,839.46,148584.42,PO41986,EMP00039
INV0006616,HOME-000538,2021-10-09,03:07:35,Receive,50,WH06,,182.15,9107.5,PO24062,EMP00058
INV0006617,BOOK-002221,2022-03-26,13:39:32,Receive,39,WH06,,57.64,2247.96,PO51282,EMP00093
INV0006618,TOYS-001971,2021-03-25,02:32:45,Transfer,39,WH07,WH03,33.37,1301.43,,EMP00094
INV0006619,SPRT-001702,2020-10-29,01:21:33,Ship,-10,WH02,,192.39,,,EMP00066
INV0006620,FURN-003086,2020-02-08,08:15:55,Return,5,WH04,,767.35,3836.75,,EMP00045
INV0006621,CLTH-000193,2020-11-17,08:26:59,Ship,-36,WH08,,40.4,,,EMP00048
INV0006622,AUTO-002071,2019-11-07,02:28:39,Receive,199,WH05,,106.81,21255.19,PO94909,EMP00013
INV0006623,FURN-002876,2023-03-11,09:07:09,Receive,147,WH03,,496.83,73034.01,PO33182,EMP00010
INV0006624,BEAU-001431,2022-05-10,13:11:41,Receive,87,WH03,,54.92,4778.04,PO41427,EMP00095
INV0006625,HOME-000524,2019-07-21,13:49:06,Ship,-37,WH08,,100.83,,,EMP00015
INV0006626,SPRT-001681,2022-07-07,15:18:44,Ship,-38,WH06,,69.0,,,EMP00035
INV0006627,FURN-002803,2022-12-29,06:54:40,Receive,43,WH01,,278.07,11957.01,PO74499,EMP00010
INV0006628,CLTH-000190,2023-02-07,16:08:46,Ship,-40,WH05,,23.0,,,EMP00067
INV0006629,JEWL-002549,2020-10-20,18:59:34,Transfer,-30,WH08,WH01,430.55,,,EMP00027
INV0006630,GROC-000892,2023-04-14,20:50:44,Receive,91,WH04,,62.73,5708.43,PO24532,EMP00077
INV0006631,FURN-002737,2022-04-04,17:36:07,Receive,115,WH04,,452.72,52062.8,PO19107,EMP00033
INV0006632,HOME-000602,2020-08-27,09:27:01,Ship,-24,WH02,,128.53,,,EMP00050
INV0006633,SPRT-001718,2020-07-30,13:12:45,Adjust,6,WH02,,98.12,588.72,,EMP00077
INV0006634,TOYS-001907,2023-02-28,07:06:20,Receive,80,WH07,,24.09,1927.2,PO79066,EMP00058
INV0006635,BEAU-001250,2021-03-12,09:41:00,Receive,146,WH04,,38.15,5569.9,PO49817,EMP00039
INV0006636,GROC-001037,2020-07-10,13:18:08,Adjust,5,WH06,,24.26,121.3,,EMP00044
INV0006637,JEWL-002427,2022-12-28,22:58:04,Return,5,WH02,,1477.83,7389.15,,EMP00087
INV0006638,BEAU-001303,2021-01-13,22:36:04,Receive,172,WH06,,50.7,8720.4,PO39048,EMP00099
INV0006639,BOOK-002347,2019-11-09,11:51:18,Receive,83,WH07,,21.88,1816.04,PO82478,EMP00060
INV0006640,HOME-000615,2020-08-04,04:33:46,Receive,34,WH02,,87.71,2982.14,PO28768,EMP00047
INV0006641,ELEC-000117,2022-07-01,14:23:54,Receive,175,WH05,,562.49,98435.75,PO27602,EMP00100
INV0006642,FURN-003092,2019-10-07,23:07:45,Receive,10,WH05,,360.18,3601.8,PO79231,EMP00053
INV0006643,AUTO-002098,2019-11-12,05:26:03,Receive,149,WH03,,118.8,17701.2,PO40395,EMP00081
INV0006644,FURN-002742,2019-07-09,02:25:31,Ship,-47,WH01,,680.34,,,EMP00028
INV0006645,CLTH-000427,2023-01-07,04:59:40,Ship,-11,WH06,,31.69,,,EMP00081
INV0006646,SPRT-001500,2021-10-13,15:10:05,Receive,97,WH05,,131.72,12776.84,PO92350,EMP00078
INV0006647,SPRT-001719,2020-10-15,21:18:04,Ship,-36,WH08,,93.06,,,EMP00094
INV0006648,ELEC-000013,2020-01-01,08:11:31,Adjust,8,WH03,,380.58,3044.64,,EMP00009
INV0006649,SPRT-001614,2021-08-13,07:37:23,Ship,-30,WH08,,100.58,,,EMP00004
INV0006650,GROC-000746,2022-03-27,13:08:44,Receive,10,WH04,,44.74,447.4,PO20975,EMP00029
INV0006651,GROC-001095,2022-09-19,04:45:19,Receive,125,WH05,,67.85,8481.25,PO67785,EMP00013
INV0006652,FURN-002905,2023-01-31,09:43:05,Receive,190,WH07,,78.9,14991.0,PO40668,EMP00025
INV0006653,GROC-000801,2022-04-24,07:04:40,Ship,-39,WH07,,48.16,,,EMP00082
INV0006654,JEWL-002529,2022-07-24,20:21:20,Transfer,-47,WH07,WH08,73.43,,,EMP00066
INV0006655,FURN-002752,2023-02-21,17:07:17,Receive,38,WH01,,766.14,29113.32,PO67854,EMP00049
INV0006656,CLTH-000381,2020-11-09,16:15:10,Ship,-26,WH06,,40.69,,,EMP00064
INV0006657,GRDN-003113,2023-04-23,12:03:54,Ship,-6,WH01,,7.58,,,EMP00072
INV0006658,CLTH-000508,2021-04-21,04:38:35,Ship,-45,WH06,,142.33,,,EMP00092
INV0006659,BEAU-001429,2022-03-26,22:58:58,Transfer,-6,WH03,WH04,5.57,,,EMP00030
INV0006660,CLTH-000425,2023-06-07,22:14:53,Ship,-35,WH06,,47.64,,,EMP00037
INV0006661,CLTH-000419,2019-07-22,02:13:01,Transfer,-24,WH06,WH03,60.2,,,EMP00027
INV0006662,BOOK-002267,2023-07-04,23:43:35,Receive,120,WH08,,27.49,3298.8,PO58752,EMP00075
INV0006663,CLTH-000221,2019-08-15,08:36:28,Receive,41,WH05,,42.49,1742.09,PO49280,EMP00026
INV0006664,GRDN-003281,2022-08-06,12:31:15,Receive,22,WH02,,9.83,216.26,PO34121,EMP00088
INV0006665,BEAU-001202,2023-03-09,06:54:25,Receive,45,WH06,,7.0,315.0,PO67870,EMP00017
INV0006666,SPRT-001540,2020-01-21,15:51:02,Return,2,WH04,,43.34,86.68,,EMP00071
INV0006667,GROC-000782,2021-08-31,20:08:44,Adjust,-3,WH02,,43.04,,,EMP00094
INV0006668,ELEC-000137,2023-08-14,03:31:15,Ship,-46,WH03,,301.64,,,EMP00026
INV0006669,TOYS-001868,2020-05-26,04:05:01,Ship,-48,WH02,,3.96,,,EMP00055
INV0006670,CLTH-000264,2021-12-10,22:52:43,Receive,38,WH02,,96.74,3676.12,PO56530,EMP00048
INV0006671,CLTH-000462,2020-04-15,13:35:24,Receive,183,WH01,,104.08,19046.64,PO36123,EMP00040
INV0006672,HOME-000731,2022-09-11,12:58:41,Receive,12,WH04,,70.01,840.12,PO66488,EMP00045
INV0006673,SPRT-001567,2021-08-10,10:10:06,Receive,18,WH02,,25.78,464.04,PO47751,EMP00098
INV0006674,HOME-000542,2020-05-21,10:22:12,Receive,55,WH05,,26.13,1437.15,PO76324,EMP00061
INV0006675,ELEC-000057,2022-05-23,21:09:15,Ship,-19,WH06,,140.34,,,EMP00037
INV0006676,FURN-003001,2023-03-29,15:59:48,Receive,196,WH06,,230.71,45219.16,PO78570,EMP00008
INV0006677,HOME-000619,2020-10-01,20:01:53,Transfer,-21,WH07,WH06,42.32,,,EMP00081
INV0006678,BOOK-002303,2022-07-19,01:10:22,Ship,-47,WH02,,12.97,,,EMP00022
INV0006679,FURN-002863,2020-02-07,00:55:18,Receive,161,WH04,,754.61,121492.21,PO90777,EMP00079
INV0006680,GROC-001063,2022-11-01,19:47:31,Receive,172,WH07,,58.15,10001.8,PO83669,EMP00087
INV0006681,AUTO-002041,2022-10-27,08:12:35,Receive,123,WH05,,67.83,8343.09,PO60173,EMP00044
INV0006682,GROC-001041,2022-01-30,20:38:14,Adjust,7,WH07,,50.52,353.64,,EMP00032
INV0006683,CLTH-000378,2020-03-26,04:37:56,Transfer,-38,WH02,WH05,111.96,,,EMP00089
INV0006684,JEWL-002644,2022-06-08,19:29:28,Return,4,WH08,,953.13,3812.52,,EMP00019
INV0006685,JEWL-002667,2023-03-27,20:20:51,Adjust,0,WH08,,608.46,,,EMP00039
INV0006686,BOOK-002256,2022-10-29,00:53:09,Receive,64,WH02,,24.19,1548.16,PO19157,EMP00048
INV0006687,AUTO-002073,2023-05-14,02:07:17,Receive,124,WH07,,69.25,8587.0,PO16830,EMP00077
INV0006688,SPRT-001669,2023-12-11,01:50:08,Receive,57,WH04,,51.22,2919.54,PO81110,EMP00007
INV0006689,JEWL-002611,2021-06-04,00:02:25,Receive,19,WH02,,798.25,15166.75,PO12145,EMP00083
INV0006690,GROC-001118,2022-12-29,17:21:58,Receive,169,WH08,,44.15,7461.35,PO48929,EMP00053
INV0006691,GRDN-003225,2023-10-18,19:24:26,Count,0,WH06,,18.96,,,EMP00061
INV0006692,FURN-002879,2020-08-14,14:41:53,Return,5,WH03,,546.8,2734.0,,EMP00033
INV0006693,ELEC-000068,2021-09-28,12:12:36,Ship,-38,WH03,,857.59,,,EMP00020
INV0006694,FURN-003035,2019-10-28,16:27:33,Ship,-4,WH07,,258.17,,,EMP00083
INV0006695,GROC-001144,2023-01-12,09:41:02,Receive,82,WH08,,6.42,526.44,PO67085,EMP00082
INV0006696,SPRT-001635,2021-05-14,07:32:45,Ship,-37,WH04,,15.37,,,EMP00001
INV0006697,SPRT-001761,2022-05-13,19:58:27,Receive,138,WH04,,113.95,15725.1,PO38728,EMP00096
INV0006698,GROC-000859,2022-03-15,03:27:53,Count,0,WH02,,3.6,,,EMP00073
INV0006699,TOYS-001840,2022-08-14,07:03:02,Ship,-31,WH04,,23.41,,,EMP00068
INV0006700,FURN-002736,2019-09-23,06:13:20,Transfer,-28,WH05,WH01,602.98,,,EMP00050
INV0006701,GROC-000932,2020-09-26,02:16:12,Receive,33,WH03,,12.22,403.26,PO98496,EMP00050
INV0006702,AUTO-002150,2020-12-06,22:45:58,Receive,59,WH06,,69.97,4128.23,PO93741,EMP00015
INV0006703,CLTH-000234,2019-07-18,04:12:48,Ship,-24,WH01,,74.89,,,EMP00008
INV0006704,BEAU-001353,2022-02-10,01:47:43,Transfer,42,WH02,WH03,4.5,189.0,,EMP00019
INV0006705,BEAU-001441,2020-01-19,13:17:18,Transfer,-43,WH04,WH05,22.09,,,EMP00053
INV0006706,AUTO-002066,2021-12-29,22:39:17,Count,0,WH03,,145.51,,,EMP00011
INV0006707,GROC-000831,2022-03-08,10:25:25,Ship,-9,WH02,,28.33,,,EMP00094
INV0006708,GRDN-003300,2023-12-08,18:17:04,Receive,151,WH04,,55.15,8327.65,PO82135,EMP00006
INV0006709,BEAU-001282,2020-02-12,20:04:10,Receive,22,WH01,,29.79,655.38,PO79923,EMP00054
INV0006710,FURN-002937,2021-09-18,19:13:53,Ship,-24,WH04,,152.82,,,EMP00078
INV0006711,HOME-000676,2020-04-01,06:48:53,Receive,176,WH08,,68.54,12063.04,PO25046,EMP00022
INV0006712,JEWL-002617,2021-12-30,03:38:20,Receive,163,WH05,,108.8,17734.4,PO49052,EMP00011
INV0006713,GROC-001141,2023-10-10,08:01:44,Ship,-32,WH07,,14.92,,,EMP00034
INV0006714,GROC-000947,2020-06-16,09:00:37,Receive,199,WH07,,9.06,1802.94,PO64021,EMP00003
INV0006715,HOME-000692,2019-09-02,12:38:49,Receive,86,WH06,,64.23,5523.78,PO26716,EMP00008
INV0006716,GROC-001100,2023-06-29,04:20:04,Receive,92,WH05,,25.16,2314.72,PO63263,EMP00053
INV0006717,FURN-003039,2023-07-09,07:09:44,Receive,50,WH03,,271.66,13583.0,PO73980,EMP00075
INV0006718,FURN-002957,2019-10-02,01:26:51,Receive,60,WH04,,260.82,15649.2,PO51628,EMP00072
INV0006719,BOOK-002356,2019-11-28,09:10:09,Ship,-28,WH08,,39.6,,,EMP00049
INV0006720,FURN-002764,2020-12-15,16:20:15,Ship,-17,WH07,,94.65,,,EMP00045
INV0006721,GROC-001138,2023-12-15,16:28:04,Receive,157,WH02,,34.47,5411.79,PO17927,EMP00037
INV0006722,GRDN-003193,2021-01-16,10:49:39,Receive,39,WH05,,64.38,2510.82,PO78791,EMP00077
INV0006723,FURN-003068,2019-09-01,01:00:11,Ship,-41,WH03,,650.13,,,EMP00086
INV0006724,CLTH-000519,2020-07-21,08:21:59,Adjust,2,WH06,,160.6,321.2,,EMP00073
INV0006725,CLTH-000185,2019-08-05,12:56:29,Ship,-36,WH05,,123.57,,,EMP00002
INV0006726,AUTO-002014,2021-10-02,08:39:56,Ship,-31,WH01,,362.28,,,EMP00047
INV0006727,FURN-002898,2022-01-14,12:02:10,Receive,200,WH01,,357.7,71540.0,PO37903,EMP00017
INV0006728,FURN-002999,2023-06-06,15:10:52,Receive,73,WH03,,81.12,5921.76,PO24691,EMP00055
INV0006729,JEWL-002427,2021-10-01,20:47:17,Receive,50,WH01,,1477.83,73891.5,PO22783,EMP00095
INV0006730,AUTO-002057,2023-05-26,05:15:27,Ship,-20,WH05,,23.79,,,EMP00096
INV0006731,GRDN-003224,2021-03-28,13:58:04,Receive,64,WH06,,52.72,3374.08,PO77372,EMP00064
INV0006732,TOYS-001890,2022-04-02,21:32:51,Ship,-12,WH03,,42.37,,,EMP00060
INV0006733,JEWL-002669,2022-08-22,00:31:48,Receive,17,WH03,,141.26,2401.42,PO42382,EMP00052
